,Date,Price,Open,High,Low,Volume,Chg
41,"Feb 02, 2023",82.039,81.698,82.272,81.685,2.99K,0.38%
42,"Feb 01, 2023",81.730,81.765,82.041,81.676,2.95K,-0.01%
43,"Jan 31, 2023",81.739,81.599,82.079,81.550,2.93K,0.27%
44,"Jan 30, 2023",81.520,81.548,81.725,81.461,6.59K,0.01%
45,"Jan 27, 2023",81.510,81.509,81.679,81.473,6.55K,0.11%
46,"Jan 26, 2023",81.418,81.531,81.578,81.355,3.24K,-0.09%
47,"Jan 25, 2023",81.491,81.602,81.780,81.477,7.31K,-0.13%
48,"Jan 24, 2023",81.594,81.488,81.770,81.410,6.22K,0.14%
49,"Jan 23, 2023",81.478,80.933,81.509,80.874,5.76K,0.62%
50,"Jan 20, 2023",80.979,81.281,81.310,80.973,6.86K,-0.32%
51,"Jan 19, 2023",81.240,81.440,81.455,81.207,6.89K,-0.25%
52,"Jan 18, 2023",81.440,81.675,81.829,81.163,7.46K,-0.23%
53,"Jan 17, 2023",81.630,81.710,81.889,81.547,6.77K,0.00%
54,"Jan 16, 2023",81.628,81.227,81.749,81.197,6.34K,0.43%
55,"Jan 13, 2023",81.280,81.115,81.522,81.115,6.85K,0.22%
56,"Jan 12, 2023",81.100,81.657,81.754,81.110,6.44K,-0.66%
57,"Jan 11, 2023",81.637,81.625,81.830,81.496,6.69K,0.04%
58,"Jan 10, 2023",81.602,82.185,82.317,81.604,6.04K,-0.69%
59,"Jan 09, 2023",82.170,82.234,82.454,82.095,4.82K,-0.12%
60,"Jan 06, 2023",82.270,82.604,82.785,82.275,6.78K,-0.36%
61,"Jan 05, 2023",82.568,82.740,82.808,82.426,6.47K,-0.09%
62,"Jan 04, 2023",82.641,82.779,82.919,82.667,6.75K,-0.16%
63,"Jan 03, 2023",82.774,82.698,83.038,82.654,6.26K,0.04%
64,"Jan 02, 2023",82.745,82.670,82.800,82.560,2.49K,0.03%
65,"Dec 30, 2022",82.717,82.787,82.829,82.539,6.35K,-0.05%
66,"Dec 29, 2022",82.758,82.847,82.901,82.754,5.39K,0.03%
67,"Dec 28, 2022",82.736,82.840,82.930,82.747,5.86K,-0.11%
68,"Dec 27, 2022",82.830,82.675,82.909,82.655,4.53K,0.22%
69,"Dec 26, 2022",82.650,82.775,82.847,82.627,4.43K,-0.16%
70,"Dec 23, 2022",82.780,82.880,82.902,82.742,4.82K,-0.22%
71,"Dec 22, 2022",82.960,82.825,82.989,82.643,6.54K,0.10%
72,"Dec 21, 2022",82.880,82.730,82.933,82.654,6.08K,0.34%
73,"Dec 20, 2022",82.600,82.582,82.885,82.564,6.76K,-0.06%
74,"Dec 19, 2022",82.649,82.775,82.832,82.565,6.15K,-0.07%
75,"Dec 16, 2022",82.706,82.865,82.897,82.626,6.00K,-0.17%
76,"Dec 15, 2022",82.843,82.537,82.993,82.415,4.47K,0.45%
77,"Dec 14, 2022",82.474,82.610,82.715,82.402,4.36K,0.12%
78,"Dec 13, 2022",82.375,82.662,82.922,82.373,4.88K,-0.31%
79,"Dec 12, 2022",82.634,82.434,82.745,82.423,5.50K,0.27%
80,"Dec 09, 2022",82.410,82.244,82.509,82.086,5.16K,0.16%
81,"Dec 08, 2022",82.280,82.267,82.477,82.253,5.81K,0.09%
82,"Dec 07, 2022",82.204,82.422,82.783,82.188,8.41K,-0.33%
83,"Dec 06, 2022",82.480,81.904,82.643,81.897,6.77K,0.72%
84,"Dec 05, 2022",81.890,81.255,81.910,81.195,5.80K,0.59%
85,"Dec 02, 2022",81.410,81.165,81.527,81.082,6.80K,0.36%
86,"Dec 01, 2022",81.120,81.151,81.336,80.985,5.75K,-0.29%
87,"Nov 30, 2022",81.359,81.645,81.650,81.271,3.51K,-0.31%
88,"Nov 29, 2022",81.616,81.549,81.758,81.541,5.71K,-0.03%
89,"Nov 28, 2022",81.640,81.814,81.846,81.518,4.69K,-0.06%
90,"Nov 25, 2022",81.685,81.671,81.754,81.432,4.69K,0.09%
91,"Nov 24, 2022",81.613,81.633,81.777,81.588,5.67K,0.01%
92,"Nov 23, 2022",81.604,81.719,81.934,81.628,4.85K,-0.13%
93,"Nov 22, 2022",81.714,81.728,81.830,81.580,5.05K,0.02%
94,"Nov 21, 2022",81.699,81.672,81.927,81.579,8.37K,0.10%
95,"Nov 18, 2022",81.617,81.530,81.800,81.505,7.58K,0.13%
96,"Nov 17, 2022",81.510,81.453,81.854,81.422,5.57K,0.04%
97,"Nov 16, 2022",81.480,81.105,81.574,81.105,7.64K,0.52%
98,"Nov 15, 2022",81.061,80.992,81.449,80.703,8.84K,0.12%
99,"Nov 14, 2022",80.965,80.525,81.299,80.510,8.14K,0.61%
100,"Nov 11, 2022",80.477,80.565,80.996,80.483,7.12K,-0.19%
101,"Nov 10, 2022",80.630,81.444,81.930,80.632,9.40K,-0.87%
102,"Nov 09, 2022",81.335,81.340,81.628,81.210,7.31K,-0.04%
103,"Nov 08, 2022",81.370,81.832,82.034,81.241,2.98K,-0.53%
104,"Nov 07, 2022",81.804,82.075,82.324,81.809,6.79K,-0.19%
105,"Nov 04, 2022",81.962,82.690,82.740,81.970,8.33K,-0.93%
106,"Nov 03, 2022",82.731,82.894,82.996,82.693,7.87K,0.02%
107,"Nov 02, 2022",82.712,82.682,82.818,82.609,6.54K,0.08%
108,"Nov 01, 2022",82.650,82.817,82.826,82.494,5.04K,-0.14%
109,"Oct 31, 2022",82.770,82.386,82.877,82.316,6.85K,0.62%
110,"Oct 28, 2022",82.261,82.364,82.518,82.269,6.13K,-0.13%
111,"Oct 27, 2022",82.368,82.031,82.574,82.017,6.29K,0.57%
112,"Oct 26, 2022",81.901,82.445,82.539,81.961,2.20K,-0.74%
113,"Oct 25, 2022",82.515,82.755,82.859,82.413,3.98K,-0.28%
114,"Oct 24, 2022",82.744,82.603,82.884,82.572,1.58K,0.26%
115,"Oct 21, 2022",82.529,82.836,83.104,82.539,4.22K,-0.35%
116,"Oct 20, 2022",82.820,82.991,83.268,82.526,4.13K,-0.23%
117,"Oct 19, 2022",83.013,82.298,83.111,82.288,4.46K,0.88%
118,"Oct 18, 2022",82.291,82.161,82.406,82.005,5.76K,0.15%
119,"Oct 17, 2022",82.171,82.413,82.426,82.089,4.30K,-0.21%
120,"Oct 14, 2022",82.340,82.210,82.448,82.108,4.41K,0.20%
121,"Oct 13, 2022",82.172,82.190,82.685,82.107,4.26K,0.02%
122,"Oct 12, 2022",82.159,82.267,82.370,82.156,4.80K,-0.12%
123,"Oct 11, 2022",82.256,82.421,82.506,82.095,4.83K,-0.14%
124,"Oct 10, 2022",82.370,82.706,82.714,82.263,3.54K,-0.54%
125,"Oct 07, 2022",82.820,82.292,82.832,82.106,5.69K,0.93%
126,"Oct 06, 2022",82.060,81.520,82.316,81.476,4.08K,0.53%
127,"Oct 05, 2022",81.631,81.460,81.721,81.326,2.76K,0.22%
128,"Oct 04, 2022",81.451,81.495,81.685,81.284,4.88K,-0.05%
129,"Oct 03, 2022",81.494,81.532,81.927,81.498,3.65K,-0.02%
130,"Sep 30, 2022",81.509,81.497,81.725,81.151,6.56K,0.06%
131,"Sep 29, 2022",81.461,81.594,81.967,81.468,6.58K,0.07%
132,"Sep 28, 2022",81.406,81.875,82.020,81.345,0,-0.37%
133,"Sep 27, 2022",81.705,81.374,81.782,81.282,0,0.12%
134,"Sep 26, 2022",81.610,81.340,81.714,81.323,0,0.44%
135,"Sep 23, 2022",81.250,81.049,81.285,80.770,0,0.25%
136,"Sep 22, 2022",81.047,80.233,81.145,80.199,0,1.43%
137,"Sep 21, 2022",79.907,79.765,80.076,79.750,0,0.20%
138,"Sep 20, 2022",79.751,79.675,79.784,79.577,0,0.07%
139,"Sep 19, 2022",79.693,79.716,79.831,79.574,0,0.01%
140,"Sep 16, 2022",79.686,79.860,79.873,79.591,0,-0.19%
141,"Sep 15, 2022",79.839,79.495,79.854,79.433,0,0.51%
142,"Sep 14, 2022",79.431,79.594,79.625,79.369,0,-0.18%
143,"Sep 13, 2022",79.577,79.393,79.632,79.010,0,0.29%
144,"Sep 12, 2022",79.350,79.652,79.723,79.288,0,-0.36%
145,"Sep 09, 2022",79.635,79.672,79.683,79.452,0,-0.04%
146,"Sep 08, 2022",79.667,79.660,79.838,79.636,0,0.05%
147,"Sep 07, 2022",79.630,79.908,79.974,79.594,0,-0.30%
148,"Sep 06, 2022",79.870,79.803,79.916,79.735,0,0.11%
149,"Sep 05, 2022",79.783,79.925,79.927,79.752,0,0.08%
150,"Sep 02, 2022",79.717,79.710,79.914,79.604,0,0.06%
151,"Sep 01, 2022",79.673,79.535,79.740,79.281,0,0.23%
152,"Aug 31, 2022",79.491,79.707,79.717,79.415,0,-0.22%
153,"Aug 30, 2022",79.665,79.968,79.985,79.417,0,-0.36%
154,"Aug 29, 2022",79.954,79.989,80.135,79.892,0,-0.01%
155,"Aug 26, 2022",79.961,79.883,79.983,79.709,0,0.12%
156,"Aug 25, 2022",79.862,79.811,80.006,79.749,0,0.10%
157,"Aug 24, 2022",79.780,79.875,79.900,79.691,0,-0.08%
158,"Aug 23, 2022",79.847,79.875,79.919,79.682,0,-0.00%
159,"Aug 22, 2022",79.850,79.905,79.930,79.769,0,-0.09%
160,"Aug 19, 2022",79.920,79.775,79.943,79.698,0,0.21%
161,"Aug 18, 2022",79.750,79.405,79.765,79.372,0,0.50%
162,"Aug 17, 2022",79.350,79.166,79.514,79.155,0,0.13%
163,"Aug 16, 2022",79.248,79.550,79.605,79.250,0,-0.34%
164,"Aug 15, 2022",79.518,79.654,79.658,79.459,0,-0.15%
165,"Aug 12, 2022",79.641,79.610,79.759,79.590,0,0.08%
166,"Aug 11, 2022",79.580,79.066,79.695,79.066,0,0.62%
167,"Aug 10, 2022",79.090,79.560,79.613,79.018,0,-0.59%
168,"Aug 09, 2022",79.563,79.582,79.661,79.497,0,-0.03%
169,"Aug 08, 2022",79.584,79.425,79.689,79.420,0,0.28%
170,"Aug 05, 2022",79.360,79.160,79.494,78.918,0,0.25%
171,"Aug 04, 2022",79.160,79.096,79.840,79.048,0,0.07%
172,"Aug 03, 2022",79.108,78.627,79.243,78.574,0,0.66%
173,"Aug 02, 2022",78.587,78.961,79.002,78.393,0,-0.47%
174,"Aug 01, 2022",78.959,79.185,79.241,78.894,0,-0.48%
175,"Jul 29, 2022",79.336,79.604,79.604,79.168,0,-0.36%
176,"Jul 28, 2022",79.626,79.763,79.855,79.586,0,-0.27%
177,"Jul 27, 2022",79.845,79.823,79.995,79.774,0,0.00%
178,"Jul 26, 2022",79.843,79.735,79.884,79.692,0,0.19%
179,"Jul 25, 2022",79.691,79.784,79.885,79.678,0,-0.17%
180,"Jul 22, 2022",79.830,79.883,79.938,79.803,0,-0.03%
181,"Jul 21, 2022",79.850,80.026,80.067,79.760,0,-0.16%
182,"Jul 20, 2022",79.980,79.907,80.067,79.878,0,0.16%
183,"Jul 19, 2022",79.850,79.989,80.072,79.857,0,-0.18%
184,"Jul 18, 2022",79.990,79.817,80.020,79.703,0,0.29%
185,"Jul 15, 2022",79.760,79.867,79.979,79.715,0,-0.16%
186,"Jul 14, 2022",79.890,79.708,80.235,79.666,0,0.30%
187,"Jul 13, 2022",79.650,79.490,79.870,79.475,0,0.25%
188,"Jul 12, 2022",79.450,79.466,79.666,79.459,0,0.05%
189,"Jul 11, 2022",79.410,79.255,79.585,79.255,0,0.19%
190,"Jul 08, 2022",79.260,79.180,79.435,79.128,0,0.14%
191,"Jul 07, 2022",79.150,79.048,79.261,78.885,0,0.16%
192,"Jul 06, 2022",79.020,79.163,79.383,78.918,0,-0.32%
193,"Jul 05, 2022",79.271,78.965,79.427,78.945,0,0.46%
194,"Jul 04, 2022",78.909,78.978,79.062,78.859,0,-0.02%
195,"Jul 01, 2022",78.928,78.970,79.136,78.805,0,-0.03%
196,"Jun 30, 2022",78.950,78.915,79.095,78.866,0,0.04%
197,"Jun 29, 2022",78.920,79.007,79.070,78.843,0,-0.06%
198,"Jun 28, 2022",78.970,78.449,79.049,78.432,0,0.70%
199,"Jun 27, 2022",78.420,78.268,78.571,78.193,0,0.24%
200,"Jun 24, 2022",78.230,78.162,78.365,78.113,0,0.12%
201,"Jun 23, 2022",78.140,78.220,78.386,78.129,0,-0.03%
202,"Jun 22, 2022",78.160,78.135,78.395,78.106,0,0.06%
203,"Jun 21, 2022",78.116,77.949,78.151,77.929,0,0.28%
204,"Jun 20, 2022",77.899,78.004,78.037,77.856,0,-0.05%
205,"Jun 17, 2022",77.935,78.005,78.113,77.944,0,-0.02%
206,"Jun 16, 2022",77.949,78.037,78.109,77.911,0,-0.26%
207,"Jun 15, 2022",78.148,78.013,78.229,77.971,0,0.20%
208,"Jun 14, 2022",77.994,78.105,78.105,77.930,0,-0.12%
209,"Jun 13, 2022",78.087,78.195,78.313,77.968,0,-0.04%
210,"Jun 10, 2022",78.116,77.780,78.202,77.762,0,0.41%
211,"Jun 09, 2022",77.800,77.721,77.881,77.686,0,0.15%
212,"Jun 08, 2022",77.683,77.703,77.791,77.600,0,0.05%
213,"Jun 07, 2022",77.647,77.795,77.841,77.627,0,-0.19%
214,"Jun 06, 2022",77.797,77.690,77.854,77.564,0,0.26%
215,"Jun 03, 2022",77.592,77.425,77.662,77.385,0,0.27%
216,"Jun 02, 2022",77.382,77.556,77.654,77.383,0,-0.22%
217,"Jun 01, 2022",77.550,77.646,77.660,77.442,0,-0.02%
218,"May 31, 2022",77.569,77.553,77.746,77.541,0,0.04%
219,"May 30, 2022",77.537,77.594,77.594,77.473,0,-0.08%
220,"May 27, 2022",77.596,77.638,77.683,77.530,0,-0.02%
221,"May 26, 2022",77.614,77.502,77.721,77.486,0,0.14%
222,"May 25, 2022",77.508,77.479,77.641,77.442,0,0.06%
223,"May 24, 2022",77.460,77.543,77.687,77.469,0,-0.07%
224,"May 23, 2022",77.517,77.675,77.730,77.439,0,-0.43%
225,"May 20, 2022",77.850,77.444,77.899,77.432,0,0.58%
226,"May 19, 2022",77.400,77.815,77.820,77.386,0,-0.51%
227,"May 18, 2022",77.800,77.463,77.810,77.460,0,0.45%
228,"May 17, 2022",77.454,77.805,77.810,77.375,0,-0.46%
229,"May 16, 2022",77.811,77.499,77.915,77.499,0,0.44%
230,"May 13, 2022",77.470,77.440,77.562,77.253,0,0.06%
231,"May 12, 2022",77.420,77.423,77.635,77.304,0,0.01%
232,"May 11, 2022",77.410,77.268,77.509,77.145,0,0.27%
233,"May 10, 2022",77.202,77.381,77.458,77.115,0,-0.19%
234,"May 09, 2022",77.350,77.001,77.536,76.988,0,0.51%
235,"May 06, 2022",76.956,76.518,77.078,76.512,0,0.61%
236,"May 05, 2022",76.492,76.155,76.577,75.990,0,0.31%
237,"May 04, 2022",76.257,76.453,76.589,76.190,0,-0.27%
238,"May 03, 2022",76.460,76.490,76.692,76.449,0,-0.01%
239,"May 02, 2022",76.470,76.505,76.533,76.334,0,-0.07%
240,"Apr 29, 2022",76.520,76.618,76.694,76.271,0,-0.18%
241,"Apr 28, 2022",76.660,76.540,76.732,76.419,0,0.07%
242,"Apr 27, 2022",76.605,76.768,76.806,76.490,0,-0.07%
243,"Apr 26, 2022",76.660,76.553,76.698,76.436,0,-0.08%
244,"Apr 25, 2022",76.720,76.558,76.788,76.543,0,0.34%
245,"Apr 22, 2022",76.460,76.296,76.546,76.195,0,0.29%
246,"Apr 21, 2022",76.241,76.265,76.373,76.076,0,0.00%
247,"Apr 20, 2022",76.241,76.477,76.533,76.149,0,-0.25%
248,"Apr 19, 2022",76.430,76.293,76.573,76.246,0,0.22%
249,"Apr 18, 2022",76.261,76.313,76.435,76.205,0,-0.06%
250,"Apr 15, 2022",76.305,76.309,76.349,76.278,0,0.05%
251,"Apr 14, 2022",76.265,76.147,76.294,76.074,0,0.22%
252,"Apr 13, 2022",76.095,76.150,76.280,76.023,0,0.05%
253,"Apr 12, 2022",76.055,75.940,76.197,75.927,0,0.32%
254,"Apr 11, 2022",75.810,75.962,76.090,75.784,0,-0.17%
255,"Apr 08, 2022",75.938,75.930,76.065,75.702,0,0.06%
256,"Apr 07, 2022",75.891,75.945,76.055,75.762,0,-0.05%
257,"Apr 06, 2022",75.929,75.428,76.077,75.410,0,0.64%
258,"Apr 05, 2022",75.443,75.440,75.560,75.266,0,0.02%
259,"Apr 04, 2022",75.429,75.920,75.945,75.359,0,-0.72%
260,"Apr 01, 2022",75.973,75.925,76.026,75.846,0,0.09%
261,"Mar 31, 2022",75.901,75.827,75.968,75.643,0,0.13%
262,"Mar 30, 2022",75.801,75.662,75.988,75.603,0,0.21%
263,"Mar 29, 2022",75.640,75.980,76.164,75.566,0,-0.58%
264,"Mar 28, 2022",76.080,76.325,76.385,76.039,0,-0.26%
265,"Mar 25, 2022",76.280,76.246,76.309,76.125,0,-0.03%
266,"Mar 24, 2022",76.300,76.530,76.530,76.188,0,-0.29%
267,"Mar 23, 2022",76.520,76.121,76.530,75.977,0,0.51%
268,"Mar 22, 2022",76.131,76.290,76.498,75.995,0,-0.20%
269,"Mar 21, 2022",76.280,76.058,76.293,76.005,0,0.30%
270,"Mar 18, 2022",76.050,76.079,76.215,76.007,0,0.18%
271,"Mar 17, 2022",75.912,76.056,76.081,75.753,0,-0.36%
272,"Mar 16, 2022",76.190,76.266,76.486,76.117,0,-0.29%
273,"Mar 15, 2022",76.410,76.470,76.683,76.297,0,-0.03%
274,"Mar 14, 2022",76.430,76.663,76.715,76.445,0,-0.07%
275,"Mar 11, 2022",76.483,76.372,76.715,76.249,0,0.25%
276,"Mar 10, 2022",76.290,76.256,76.505,76.056,0,-0.09%
277,"Mar 09, 2022",76.355,76.915,77.004,76.317,0,-0.70%
278,"Mar 08, 2022",76.890,76.984,77.187,76.715,0,-0.09%
279,"Mar 07, 2022",76.960,76.675,77.173,76.658,0,0.72%
280,"Mar 04, 2022",76.410,75.935,76.451,75.935,0,0.61%
281,"Mar 03, 2022",75.943,75.652,76.020,75.603,0,0.44%
282,"Mar 02, 2022",75.611,75.912,75.940,75.569,0,-0.19%
283,"Mar 01, 2022",75.752,75.289,75.816,75.260,0,0.34%
284,"Feb 28, 2022",75.493,75.760,75.790,75.282,0,0.58%
285,"Feb 25, 2022",75.060,75.428,75.488,75.075,0,-0.71%
286,"Feb 24, 2022",75.600,74.692,75.848,74.657,0,1.30%
287,"Feb 23, 2022",74.630,74.625,74.730,74.532,0,0.01%
288,"Feb 22, 2022",74.620,74.697,74.994,74.616,0,0.17%
289,"Feb 21, 2022",74.495,74.584,74.741,74.343,0,-0.23%
290,"Feb 18, 2022",74.670,75.075,75.105,74.479,0,-0.57%
291,"Feb 17, 2022",75.100,74.993,75.238,74.953,0,0.10%
292,"Feb 16, 2022",75.022,75.175,75.297,74.947,0,-0.17%
293,"Feb 15, 2022",75.149,75.630,75.736,75.162,0,-0.67%
294,"Feb 14, 2022",75.658,75.573,75.712,75.355,0,0.45%
295,"Feb 11, 2022",75.319,75.315,75.506,75.171,0,0.33%
296,"Feb 10, 2022",75.074,74.809,75.288,74.804,0,0.40%
297,"Feb 09, 2022",74.778,74.718,74.872,74.630,0,0.12%
298,"Feb 08, 2022",74.690,74.641,74.810,74.575,0,0.08%
299,"Feb 07, 2022",74.629,74.699,74.783,74.605,0,-0.02%
300,"Feb 04, 2022",74.640,74.644,74.866,74.613,0,0.00%
301,"Feb 03, 2022",74.639,74.863,74.948,74.623,0,-0.21%
302,"Feb 02, 2022",74.796,74.751,75.022,74.672,0,0.10%
303,"Feb 01, 2022",74.724,74.563,74.882,74.410,0,0.26%
304,"Jan 31, 2022",74.529,75.033,75.074,74.556,0,-0.67%
305,"Jan 28, 2022",75.034,75.220,75.234,74.874,0,-0.20%
306,"Jan 27, 2022",75.188,75.123,75.327,75.054,0,0.42%
307,"Jan 26, 2022",74.874,74.794,74.967,74.697,0,0.14%
308,"Jan 25, 2022",74.771,74.645,74.829,74.560,0,0.21%
309,"Jan 24, 2022",74.615,74.373,74.749,74.298,0,0.31%
310,"Jan 21, 2022",74.383,74.473,74.578,74.276,0,-0.08%
311,"Jan 20, 2022",74.446,74.414,74.533,74.292,0,0.02%
312,"Jan 19, 2022",74.428,74.569,74.735,74.360,0,-0.18%
313,"Jan 18, 2022",74.560,74.254,74.622,74.213,0,0.43%
314,"Jan 17, 2022",74.238,74.187,74.365,74.125,0,0.12%
315,"Jan 14, 2022",74.151,73.954,74.221,73.916,0,0.26%
316,"Jan 13, 2022",73.955,73.783,73.999,73.783,0,0.24%
317,"Jan 12, 2022",73.776,73.802,74.055,73.748,0,-0.02%
318,"Jan 11, 2022",73.790,74.025,74.058,73.755,0,-0.31%
319,"Jan 10, 2022",74.020,74.230,74.243,74.005,0,-0.34%
320,"Jan 07, 2022",74.271,74.457,74.457,74.245,0,-0.15%
321,"Jan 06, 2022",74.380,74.457,74.522,74.325,0,0.13%
322,"Jan 05, 2022",74.280,74.545,74.622,74.253,4.78K,-0.30%
323,"Jan 04, 2022",74.501,74.385,74.712,74.375,5.74K,0.17%
324,"Jan 03, 2022",74.373,74.463,74.484,74.244,2.28K,-0.13%
325,"Dec 31, 2021",74.467,74.431,74.532,74.093,5.56K,0.09%
326,"Dec 30, 2021",74.400,74.503,74.660,74.289,5.12K,-0.21%
327,"Dec 29, 2021",74.560,74.765,74.860,74.567,5.16K,-0.19%
328,"Dec 28, 2021",74.700,74.953,75.000,74.592,5.12K,-0.35%
329,"Dec 27, 2021",74.960,75.024,75.179,74.945,4.40K,-0.02%
330,"Dec 24, 2021",74.975,75.040,75.202,74.973,3.83K,-0.06%
331,"Dec 23, 2021",75.020,75.495,75.496,75.035,4.91K,-0.56%
332,"Dec 22, 2021",75.440,75.683,75.683,75.431,4.63K,-0.33%
333,"Dec 21, 2021",75.690,75.793,75.804,75.394,5.36K,-0.04%
334,"Dec 20, 2021",75.720,76.036,76.183,75.730,4.73K,-0.35%
335,"Dec 17, 2021",75.985,76.190,76.286,75.943,5.47K,-0.22%
336,"Dec 16, 2021",76.156,76.178,76.320,76.063,2.69K,-0.24%
337,"Dec 15, 2021",76.340,76.099,76.419,76.025,2.85K,0.39%
338,"Dec 14, 2021",76.040,75.787,76.045,75.763,4.87K,0.37%
339,"Dec 13, 2021",75.760,75.685,75.811,75.570,4.90K,0.09%
340,"Dec 10, 2021",75.692,75.613,75.864,75.577,5.04K,0.14%
341,"Dec 09, 2021",75.583,75.394,75.688,75.382,5.23K,0.30%
342,"Dec 08, 2021",75.358,75.415,75.569,75.300,5.39K,-0.04%
343,"Dec 07, 2021",75.391,75.390,75.502,75.259,5.38K,0.00%
344,"Dec 06, 2021",75.390,75.198,75.478,75.183,2.46K,0.22%
345,"Dec 03, 2021",75.224,75.020,75.349,74.936,5.17K,0.34%
346,"Dec 02, 2021",74.972,75.016,75.088,74.891,5.00K,-0.04%
347,"Dec 01, 2021",75.004,75.080,75.080,74.789,6.39K,-0.11%
348,"Nov 30, 2021",75.090,75.050,75.201,74.847,4.96K,0.08%
349,"Nov 29, 2021",75.033,74.838,75.174,74.791,3.08K,-0.01%
350,"Nov 26, 2021",75.040,74.605,75.085,74.562,4.57K,0.76%
351,"Nov 25, 2021",74.475,74.625,74.625,74.448,5.26K,-0.17%
352,"Nov 24, 2021",74.605,74.426,74.622,74.310,4.43K,0.24%
353,"Nov 23, 2021",74.430,74.440,74.586,74.359,7.22K,0.00%
354,"Nov 22, 2021",74.428,74.345,74.516,74.286,4.65K,0.13%
355,"Nov 19, 2021",74.333,74.190,74.497,74.187,0.39K,0.23%
356,"Nov 18, 2021",74.160,74.316,74.340,74.014,5.16K,-0.11%
357,"Nov 17, 2021",74.238,74.457,74.546,74.211,6.50K,-0.29%
358,"Nov 16, 2021",74.452,74.438,74.535,74.284,6.39K,0.10%
359,"Nov 15, 2021",74.375,74.373,74.495,74.315,4.84K,0.04%
360,"Nov 12, 2021",74.342,74.341,74.545,74.287,5.29K,0.06%
361,"Nov 11, 2021",74.296,74.410,74.592,74.274,5.77K,-0.14%
362,"Nov 10, 2021",74.398,74.175,74.428,74.064,6.99K,0.31%
363,"Nov 09, 2021",74.170,73.925,74.175,73.834,5.54K,0.36%
364,"Nov 08, 2021",73.904,74.221,74.283,73.876,5.39K,-0.36%
365,"Nov 05, 2021",74.174,74.548,74.570,74.164,53.61K,-0.49%
366,"Nov 04, 2021",74.543,74.450,74.567,74.229,67.66K,0.13%
367,"Nov 03, 2021",74.447,74.700,74.745,74.394,77.19K,-0.33%
368,"Nov 02, 2021",74.690,74.837,74.910,74.570,65.81K,-0.19%
369,"Nov 01, 2021",74.832,74.960,75.045,74.794,51.38K,-0.11%
370,"Oct 29, 2021",74.915,74.788,75.034,74.740,67.39K,0.18%
371,"Oct 28, 2021",74.783,75.069,75.144,74.750,67.43K,-0.37%
372,"Oct 27, 2021",75.064,74.942,75.110,74.884,68.68K,0.17%
373,"Oct 26, 2021",74.937,75.022,75.174,74.862,57.98K,-0.11%
374,"Oct 25, 2021",75.017,74.960,75.187,74.887,48.09K,0.03%
375,"Oct 22, 2021",74.994,74.884,75.009,74.672,4.92K,0.17%
376,"Oct 21, 2021",74.869,74.825,74.929,74.689,5.31K,0.11%
377,"Oct 20, 2021",74.790,75.085,75.192,74.748,5.36K,-0.41%
378,"Oct 19, 2021",75.101,75.240,75.275,74.877,1.38K,-0.12%
379,"Oct 18, 2021",75.190,75.034,75.394,75.034,5.07K,0.24%
380,"Oct 15, 2021",75.013,74.990,75.074,74.881,2.33K,0.05%
381,"Oct 14, 2021",74.976,75.266,75.369,74.970,5.45K,-0.41%
382,"Oct 13, 2021",75.287,75.503,75.522,75.178,5.88K,-0.24%
383,"Oct 12, 2021",75.468,75.440,75.683,75.161,6.49K,0.11%
384,"Oct 11, 2021",75.383,75.125,75.544,75.052,6.50K,0.36%
385,"Oct 08, 2021",75.112,74.851,75.183,74.824,3.16K,0.41%
386,"Oct 07, 2021",74.805,74.768,74.935,74.699,6.98K,0.06%
387,"Oct 06, 2021",74.758,74.532,75.057,74.520,5.69K,0.29%
388,"Oct 05, 2021",74.540,74.573,74.673,74.409,5.78K,-0.04%
389,"Oct 04, 2021",74.568,74.145,74.598,74.120,3.00K,0.59%
390,"Oct 01, 2021",74.131,74.185,74.375,74.081,5.44K,-0.05%
391,"Sep 30, 2021",74.164,74.325,74.368,74.121,5.20K,-0.15%
392,"Sep 29, 2021",74.276,74.157,74.343,74.079,5.50K,0.12%
393,"Sep 28, 2021",74.190,73.800,74.254,73.729,5.47K,0.50%
394,"Sep 27, 2021",73.820,73.690,73.886,73.610,4.95K,0.01%
395,"Sep 24, 2021",73.813,73.844,73.877,73.615,4.78K,0.02%
396,"Sep 23, 2021",73.800,73.875,73.913,73.594,5.42K,0.00%
397,"Sep 22, 2021",73.800,73.757,73.935,73.655,5.26K,0.08%
398,"Sep 21, 2021",73.740,73.650,73.765,73.555,4.89K,0.13%
399,"Sep 20, 2021",73.646,73.847,73.858,73.615,5.14K,0.01%
400,"Sep 17, 2021",73.640,73.542,73.660,73.413,5.31K,0.10%
401,"Sep 16, 2021",73.570,73.450,73.618,73.335,5.41K,0.18%
402,"Sep 15, 2021",73.440,73.647,73.740,73.421,4.99K,-0.27%
403,"Sep 14, 2021",73.640,73.536,73.730,73.526,5.00K,0.11%
404,"Sep 13, 2021",73.560,73.565,73.790,73.555,4.56K,0.06%
405,"Sep 10, 2021",73.517,73.557,73.577,73.382,1.43K,-0.00%
406,"Sep 09, 2021",73.520,73.732,73.873,73.485,6.04K,-0.34%
407,"Sep 08, 2021",73.769,73.396,73.867,73.389,5.68K,0.45%
408,"Sep 07, 2021",73.440,73.100,73.496,73.060,4.82K,0.50%
409,"Sep 06, 2021",73.073,73.020,73.128,72.987,2.14K,0.12%
